season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2024,REG,NYJ,6,00-0036500,LB,Jamien Sherwood,Jamien,Sherwood,,,,Hand,,Full Participation in Practice,2024-10-12T19:49:25Z
2024,REG,NYJ,6,00-0027947,T,Tyron Smith,Tyron,Smith,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-12T19:49:09Z
2024,REG,NYJ,6,00-0036501,CB,Michael Carter,Michael,Carter,Back,,Out,Back,,Did Not Participate In Practice,2024-10-12T19:49:38Z
2024,REG,NYJ,6,00-0034270,TE,Tyler Conklin,Tyler,Conklin,Hip,,Questionable,Hip,,Limited Participation in Practice,2024-10-12T19:49:31Z
2024,REG,NYJ,6,00-0031296,LB,C.J. Mosley,C.J.,Mosley,Toe,,Questionable,Toe,,Limited Participation in Practice,2024-10-12T19:49:31Z
2024,REG,PHI,6,00-0037130,S,Reed Blankenship,Reed,Blankenship,,,,Illness,,Full Participation in Practice,2024-10-11T19:42:00Z
2024,REG,PHI,6,00-0039002,S,Sydney Brown,Sydney,Brown,,,,Knee,,Full Participation in Practice,2024-10-11T19:42:00Z
2024,REG,PHI,6,00-0035676,WR,A.J. Brown,A.J.,Brown,,,,Hamstring,,Full Participation in Practice,2024-10-11T19:42:00Z
2024,REG,PHI,6,00-0037615,LB,Nakobe Dean,Nakobe,Dean,,,,Ankle,,Full Participation in Practice,2024-10-11T19:42:07Z
2024,REG,PHI,6,00-0030561,T,Lane Johnson,Lane,Johnson,,,,Concussion,,Full Participation in Practice,2024-10-11T19:42:00Z
2024,REG,PHI,6,00-0036912,WR,DeVonta Smith,DeVonta,Smith,,,,Concussion,,Full Participation in Practice,2024-10-11T19:42:00Z
2024,REG,PHI,6,00-0039747,WR,Ainias Smith,Ainias,Smith,,,,Ankle,,Full Participation in Practice,2024-10-11T19:42:00Z
2024,REG,PHI,6,00-0039236,WR,Johnny Wilson,Johnny,Wilson,,,,Concussion,,Full Participation in Practice,2024-10-11T19:42:00Z
2024,REG,PHI,6,00-0034351,TE,Dallas Goedert,Dallas,Goedert,Hamstring,,Out,,,"
    ",2024-10-13T18:38:25Z
2024,REG,PHI,6,00-0034429,T,Jordan Mailata,Jordan,Mailata,Hamstring,,Out,,,"
    ",2024-10-13T19:29:06Z
2024,REG,PHI,6,00-0030062,CB,Darius Slay,Darius,Slay,Knee,,Out,,,"
    ",2024-10-13T19:19:17Z
2024,REG,PIT,6,00-0036894,TE,Pat Freiermuth,Pat,Freiermuth,,,,Calf,,Full Participation in Practice,2024-10-11T19:15:51Z
2024,REG,PIT,6,00-0036893,RB,Najee Harris,Najee,Harris,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-11T19:15:15Z
2024,REG,PIT,6,00-0027969,DT,Cameron Heyward,Cameron,Heyward,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-11T19:20:37Z
2024,REG,PIT,6,00-0033905,DT,Larry Ogunjobi,Larry,Ogunjobi,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-11T19:20:26Z
2024,REG,PIT,6,00-0032954,G,Isaac Seumalo,Isaac,Seumalo,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-11T19:15:15Z
2024,REG,PIT,6,00-0033886,LB,T.J. Watt,T.J.,Watt,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-11T19:15:15Z
2024,REG,PIT,6,00-0029263,QB,Russell Wilson,Russell,Wilson,,,,Calf,,Full Participation in Practice,2024-10-11T19:15:15Z
2024,REG,PIT,6,00-0039896,C,Zach Frazier,Zach,Frazier,Ankle,,Out,,,"
    ",2024-10-13T22:46:13Z
2024,REG,PIT,6,00-0038577,LB,Nick Herbig,Nick,Herbig,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-10-11T19:22:58Z
2024,REG,PIT,6,00-0033512,S,Damontae Kazee,Damontae,Kazee,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-10-11T19:23:12Z
2024,REG,PIT,6,00-0037759,DE,DeMarvin Leal,DeMarvin,Leal,Neck,,Out,Neck,,Did Not Participate In Practice,2024-10-11T19:23:20Z
2024,REG,PIT,6,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-10-11T19:23:25Z
2024,REG,PIT,6,00-0036333,LB,Alex Highsmith,Alex,Highsmith,Groin,,Out,Groin,,Limited Participation in Practice,2024-10-11T19:23:04Z
2024,REG,PIT,6,00-0031585,TE,MyCole Pruitt,MyCole,Pruitt,Knee,,Out,Knee,,Limited Participation in Practice,2024-10-11T19:22:43Z
2024,REG,PIT,6,00-0034789,S,Minkah Fitzpatrick,Minkah,Fitzpatrick,Shoulder,,Questionable,Not injury related - resting player,,Full Participation in Practice,2024-10-13T21:48:18Z
2024,REG,PIT,6,00-0037228,RB,Jaylen Warren,Jaylen,Warren,Knee,,Questionable,Knee,,Full Participation in Practice,2024-10-11T19:21:00Z
2024,REG,SEA,6,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,,,,Groin,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0035644,TE,Noah Fant,Noah,Fant,,,,Toe,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0030063,DT,Johnathan Hankins,Johnathan,Hankins,,,,Hand,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0033941,S,Rayshawn Jenkins,Rayshawn,Jenkins,,,,Hand,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0035640,WR,DK Metcalf,DK,Metcalf,,,,Hand,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0038488,TE,Brady Russell,Brady,Russell,,,,Shoulder,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0036268,WR,Laviska Shenault,Laviska,Shenault,,,,Shin,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0031933,DT,Leonard Williams,Leonard,Williams,,,,Ribs,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0038572,DT,Cameron Young,Cameron,Young,,,,Knee,,Full Participation in Practice,2024-10-09T20:33:13Z
2024,REG,SEA,6,00-0036885,CB,Tre Brown,Tre,Brown,Ankle,,Out,,,"
    ",2024-10-11T02:36:09Z
2024,REG,SEA,6,00-0033103,CB,Artie Burns,Artie,Burns,Toe,,Out,,,"
    ",2024-10-11T02:36:26Z
2024,REG,SEA,6,00-0039309,DT,Byron Murphy,Byron,Murphy,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-10-09T19:42:48Z
2024,REG,SEA,6,00-0034350,LB,Uchenna Nwosu,Uchenna,Nwosu,Thigh,,Out,Thigh,,Did Not Participate In Practice,2024-10-09T19:43:20Z
2024,REG,SEA,6,00-0037079,CB,Tariq Woolen,Tariq,Woolen,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-10-09T19:43:45Z
2024,REG,SEA,6,00-0039047,LB,Derick Hall,Derick,Hall,Foot,,Questionable,Foot,,Full Participation in Practice,2024-10-09T19:44:54Z
2024,REG,SEA,6,00-0038133,LB,Boye Mafe,Boye,Mafe,Knee,,Questionable,Knee,,Full Participation in Practice,2024-10-09T19:45:38Z
2024,REG,SEA,6,00-0034974,S,Julian Love,Julian,Love,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-10-09T19:45:11Z
2024,REG,SF,6,00-0038554,S,Ji'Ayir Brown,Ji'Ayir,Brown,,,,Ankle,,Full Participation in Practice,2024-10-09T19:51:52Z
2024,REG,SF,6,00-0039365,WR,Jacob Cowing,Jacob,Cowing,,,,Shoulder,,Full Participation in Practice,2024-10-09T19:51:10Z
2024,REG,SF,6,00-0033288,TE,George Kittle,George,Kittle,,,,Ribs,,Full Participation in Practice,2024-10-09T19:52:11Z
2024,REG,SF,6,00-0034815,LB,Fred Warner,Fred,Warner,,,,Ankle,,Full Participation in Practice,2024-10-09T19:52:25Z
2024,REG,SF,6,00-0036551,G,Aaron Banks,Aaron,Banks,cramps,,Note,,,"
    ",2024-10-11T02:48:02Z
2024,REG,SF,6,00-0039360,S,Malik Mustapha,Malik,Mustapha,Ankle,,Out,,,"
    ",2024-10-11T01:59:05Z
2024,REG,SF,6,00-0036266,DT,Jordan Elliott,Jordan,Elliott,Knee,,Out,Knee,,Did Not Participate In Practice,2024-10-09T19:53:18Z
2024,REG,SF,6,00-0035020,LB,Demetrius Flannigan-Fowles,Demetrius,Flannigan-Fowles,Calf,,Out,Calf,,Did Not Participate In Practice,2024-10-09T19:53:11Z
2024,REG,SF,6,00-0036564,S,Talanoa Hufanga,Talanoa,Hufanga,Wrist,,Out,Wrist,,Did Not Participate In Practice,2024-10-09T19:53:26Z
2024,REG,SF,6,00-0038562,K,Jake Moody,Jake,Moody,Right Ankle,,Out,Right Ankle,,Did Not Participate In Practice,2024-10-09T19:53:45Z
2024,REG,SF,6,00-0037525,RB,Jordan Mason,Jordan,Mason,Shoulder,,Questionable,,,"
    ",2024-10-11T01:49:37Z
2024,REG,SF,6,00-0032128,WR,Chris Conley,Chris,Conley,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2024-10-09T19:52:45Z
2024,REG,SF,6,00-0034573,CB,Charvarius Ward,Charvarius,Ward,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-10-09T19:52:45Z
2024,REG,TB,6,00-0029562,LB,Lavonte David,Lavonte,David,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-10-11T19:48:57Z
2024,REG,TB,6,00-0031408,WR,Mike Evans,Mike,Evans,,,,Not injury related - resting player,,Limited Participation in Practice,2024-10-11T19:49:29Z
2024,REG,TB,6,00-0030386,DE,William Gholston,William,Gholston,,,,Knee,,Limited Participation in Practice,2024-10-11T19:47:22Z
2024,REG,TB,6,00-0035699,CB,Jamel Dean,Jamel,Dean,Hamstring,,Out,,,"
    ",2024-10-13T17:44:06Z
2024,REG,TB,6,00-0039905,C,Graham Barton,Graham,Barton,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-10-11T19:50:13Z
2024,REG,TB,6,00-0038820,S,Christian Izien,Christian,Izien,Elbow,Groin,Out,Elbow,Groin,Did Not Participate In Practice,2024-10-11T19:50:55Z
2024,REG,TB,6,00-0039589,WR,Kameron Johnson,Kameron,Johnson,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-10-11T19:51:04Z
2024,REG,TB,6,00-0039052,WR,Trey Palmer,Trey,Palmer,Concussion,,Out,Concussion,,Did Not Participate In Practice,2024-10-11T19:51:15Z
2024,REG,TB,6,00-0036855,DE,Earnest Brown,Earnest,Brown,Ribs,,Out,Ribs,,Full Participation in Practice,2024-10-11T19:50:20Z
2024,REG,TB,6,00-0037256,RB,Rachaad White,Rachaad,White,Foot,,Doubtful,Foot,,Did Not Participate In Practice,2024-10-11T19:51:24Z
2024,REG,TB,6,00-0037835,T,Luke Goedeke,Luke,Goedeke,Concussion,,Questionable,Concussion,,Full Participation in Practice,2024-10-11T19:50:02Z
2024,REG,TB,6,00-0039063,DT,Calijah Kancey,Calijah,Kancey,Calf,,Questionable,Calf,,Full Participation in Practice,2024-10-11T19:50:02Z
2024,REG,TB,6,00-0039855,WR,Jalen McMillan,Jalen,McMillan,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2024-10-11T19:50:02Z
2024,REG,TB,6,00-0034374,S,Jordan Whitehead,Jordan,Whitehead,Groin,,Questionable,Groin,,Full Participation in Practice,2024-10-11T19:50:02Z
2024,REG,TB,6,00-0036411,S,Antoine Winfield,Antoine,Winfield,Foot,,Questionable,Foot,,Limited Participation in Practice,2024-10-11T19:50:02Z
2024,REG,TEN,6,00-0037742,WR,Treylon Burks,Treylon,Burks,,,,Not injury related - personal matter,,Full Participation in Practice,2024-10-11T19:22:17Z
2024,REG,TEN,6,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-11T19:22:17Z
2024,REG,TEN,6,00-0036994,LB,Ernest Jones,Ernest,Jones,,,,Elbow,,Full Participation in Practice,2024-10-11T19:22:17Z
2024,REG,TEN,6,00-0039152,QB,Will Levis,Will,Levis,,,,Right Shoulder,,Full Participation in Practice,2024-10-11T19:22:17Z
2024,REG,TEN,6,00-0035643,DT,Jeffery Simmons,Jeffery,Simmons,,,,Elbow,,Full Participation in Practice,2024-10-11T19:22:17Z
2024,REG,TEN,6,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-11T19:22:17Z
2024,REG,TEN,6,00-0033872,S,Jamal Adams,Jamal,Adams,Hip,,Out,Hip,,Did Not Participate In Practice,2024-10-11T19:22:41Z
2024,REG,TEN,6,00-0038985,DT,Keondre Coburn,Keondre,Coburn,Knee,,Out,Knee,,Did Not Participate In Practice,2024-10-11T19:23:02Z
2024,REG,TEN,6,00-0039858,LB,Cedric Gray,Cedric,Gray,Shoulder,,Out,Shoulder,,Full Participation in Practice,2024-10-11T19:23:10Z
2024,REG,TEN,6,00-0039032,RB,Tyjae Spears,Tyjae,Spears,Hamstring,,Questionable,,,"
    ",2024-10-13T18:52:26Z
2024,REG,WAS,6,00-0030061,TE,Zach Ertz,Zach,Ertz,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-10-09T19:25:14Z
2024,REG,WAS,6,00-0038100,S,Percy Butler,Percy,Butler,,,,Groin,,Full Participation in Practice,2024-10-11T18:25:10Z
2024,REG,WAS,6,00-0033699,RB,Austin Ekeler,Austin,Ekeler,,,,Heel,,Full Participation in Practice,2024-10-11T18:25:03Z
2024,REG,WAS,6,00-0039151,CB,Emmanuel Forbes,Emmanuel,Forbes,,,,Thumb,,Full Participation in Practice,2024-10-11T18:25:03Z
2024,REG,WAS,6,00-0032052,LB,Dante Fowler,Dante,Fowler,,,,Illness,,Full Participation in Practice,2024-10-11T18:25:03Z
2024,REG,WAS,6,00-0039149,S,Quan Martin,Quan,Martin,,,,Neck,,Full Participation in Practice,2024-10-11T18:26:10Z
2024,REG,WAS,6,00-0038099,DT,Phidarian Mathis,Phidarian,Mathis,,,,Illness,,Full Participation in Practice,2024-10-11T18:25:21Z
2024,REG,WAS,6,00-0035149,G,Nick Allegretti,Nick,Allegretti,,,,Ankle,,Limited Participation in Practice,2024-10-11T18:25:03Z
2024,REG,WAS,6,00-0033591,WR,Noah Brown,Noah,Brown,,,,Groin,,Limited Participation in Practice,2024-10-11T18:25:03Z
2024,REG,WAS,6,00-0035692,DE,Clelin Ferrell,Clelin,Ferrell,,,,Knee,,Limited Participation in Practice,2024-10-11T18:25:03Z
2024,REG,WAS,6,00-0033523,DT,Jonathan Allen,Jonathan,Allen,Pectoral,,Out,,,"
    ",2024-10-13T19:26:45Z
2024,REG,WAS,6,00-0034373,DE,Dorance Armstrong,Dorance,Armstrong,Rib,,Out,,,"
    ",2024-10-13T18:37:29Z
2024,REG,WAS,6,00-0039681,S,Tyler Owens,Tyler,Owens,Shin,,Out,Shin,,Did Not Participate In Practice,2024-10-11T19:36:35Z
2024,REG,WAS,6,00-0037746,RB,Brian Robinson,Brian,Robinson,Knee,,Questionable,Knee,,Did Not Participate In Practice,2024-10-11T19:37:31Z
2024,REG,WAS,6,00-0039368,LB,Jordan Magee,Jordan,Magee,Knee,,Questionable,Knee,,Full Participation in Practice,2024-10-11T19:36:53Z
2024,REG,WAS,6,00-0031500,DE,Efe Obada,Efe,Obada,Tibia,Fibula,Questionable,Fibula,Tibia,Full Participation in Practice,2024-10-11T19:37:13Z
2024,REG,ARI,7,00-0039808,G,Isaiah Adams,Isaiah,Adams,,,,Thumb,,Full Participation in Practice,2024-10-19T19:53:02Z
2024,REG,ARI,7,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,,,,Hamstring,,Full Participation in Practice,2024-10-19T19:53:36Z
2024,REG,ARI,7,00-0034495,G,Evan Brown,Evan,Brown,,,,Ankle,,Full Participation in Practice,2024-10-19T19:53:30Z
2024,REG,ARI,7,00-0039849,WR,Marvin Harrison,Marvin,Harrison,,,,Concussion,,Full Participation in Practice,2024-10-19T19:53:02Z
2024,REG,ARI,7,00-0033891,WR,Zay Jones,Zay,Jones,,,,Feet,,Full Participation in Practice,2024-10-19T19:53:02Z
2024,REG,ARI,7,00-0038559,WR,Michael Wilson,Michael,Wilson,,,,Ankle,,Full Participation in Practice,2024-10-19T19:53:57Z
2024,REG,ARI,7,00-0038600,LB,Owen Pappoe,Owen,Pappoe,Hip,,Out,Hip,,Did Not Participate In Practice,2024-10-19T19:55:12Z
2024,REG,ARI,7,00-0039854,DT,Darius Robinson,Darius,Robinson,Calf,,Out,Calf,,Did Not Participate In Practice,2024-10-19T19:55:18Z
2024,REG,ARI,7,00-0034473,LB,Dennis Gardeck,Dennis,Gardeck,Knee,,Questionable,,,"
    ",2024-10-22T02:45:02Z
2024,REG,ARI,7,00-0039921,RB,Trey Benson,Trey,Benson,Illness,,Questionable,Illness,,Did Not Participate In Practice,2024-10-19T19:54:32Z
2024,REG,ARI,7,00-0039382,T,Christian Jones,Christian,Jones,Ankle,,Questionable,Ankle,,Full Participation in Practice,2024-10-19T19:54:32Z
2024,REG,ARI,7,00-0036568,DT,Roy Lopez,Roy,Lopez,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-10-19T19:54:32Z
2024,REG,ARI,7,00-0035239,CB,Sean Murphy-Bunting,Sean,Murphy-Bunting,Neck,,Questionable,Neck,,Limited Participation in Practice,2024-10-19T19:54:32Z
2024,REG,ARI,7,00-0034375,LB,Kyzir White,Kyzir,White,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-10-19T19:54:32Z
2024,REG,ARI,7,00-0039007,CB,Garrett Williams,Garrett,Williams,Groin,,Questionable,Groin,,Limited Participation in Practice,2024-10-19T19:54:32Z
2024,REG,ATL,7,00-0034854,WR,KhaDarel Hodge,KhaDarel,Hodge,,,,Not injury related - personal matter,,Did Not Participate In Practice,2024-10-17T19:54:20Z
2024,REG,ATL,7,00-0031583,DT,Grady Jarrett,Grady,Jarrett,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-10-18T16:54:37Z
2024,REG,ATL,7,00-0033051,DT,David Onyemata,David,Onyemata,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-10-18T16:54:28Z
2024,REG,ATL,7,00-0036948,DE,Ta'Quon Graham,Ta'Quon,Graham,,,,Not injury related - resting player,,Limited Participation in Practice,2024-10-18T16:55:22Z
2024,REG,ATL,7,00-0032415,LB,Matt Judon,Matt,Judon,,,,Not injury related - resting player,,Limited Participation in Practice,2024-10-18T16:55:39Z
2024,REG,ATL,7,00-0037587,LB,Nate Landman,Nate,Landman,,,,Calf,Quadricep,Limited Participation in Practice,2024-10-18T16:56:19Z
2024,REG,ATL,7,00-0031279,T,Jake Matthews,Jake,Matthews,,,,Not injury related - resting player,,Limited Participation in Practice,2024-10-18T16:54:52Z
2024,REG,ATL,7,00-0035235,T,Kaleb McGary,Kaleb,McGary,,,,Not injury related - resting player,,Limited Participation in Practice,2024-10-18T16:55:12Z
2024,REG,ATL,7,00-0038542,RB,Bijan Robinson,Bijan,Robinson,,,,Not injury related - resting player,,Limited Participation in Practice,2024-10-17T19:53:27Z
2024,REG,ATL,7,00-0036429,TE,Charlie Woerner,Charlie,Woerner,Evaluated for potential head injury and cleared to return. ,,Note,,,"
    ",2024-10-20T19:11:10Z
2024,REG,ATL,7,00-0039048,G,Matthew Bergeron,Matthew,Bergeron,Neck,,Out,,,"
    ",2024-10-20T19:19:16Z
2024,REG,ATL,7,00-0034360,LB,Lorenzo Carter,Lorenzo,Carter,Concussion,,Out,Concussion,,Did Not Participate In Practice,2024-10-18T18:14:50Z
2024,REG,ATL,7,00-0037810,LB,Troy Andersen,Troy,Andersen,Knee,,Out,Knee,,Limited Participation in Practice,2024-10-18T18:14:39Z
2024,REG,ATL,7,00-0032933,CB,Antonio Hamilton,Antonio,Hamilton,Back,,Questionable,Back,,Limited Participation in Practice,2024-10-18T18:14:10Z
2024,REG,ATL,7,00-0032971,S,Justin Simmons,Justin,Simmons,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-10-18T18:14:26Z
2024,REG,BAL,7,00-0035215,WR,Deonte Harty,Deonte,Harty,,,,Knee,,Did Not Participate In Practice,2024-10-18T20:24:12Z
2024,REG,BAL,7,00-0031177,DE,Brent Urban,Brent,Urban,,,,Illness,,Full Participation in Practice,2024-10-19T18:02:42Z
2024,REG,BAL,7,00-0033281,CB,Marlon Humphrey,Marlon,Humphrey,Knee,,Out,,,"
    ",2024-10-22T01:58:26Z
2024,REG,BAL,7,00-0039796,RB,Rasheen Ali,Rasheen,Ali,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-10-19T18:03:12Z
2024,REG,BAL,7,00-0036280,LB,Malik Harrison,Malik,Harrison,Groin,,Out,Groin,,Did Not Participate In Practice,2024-10-19T18:03:18Z
2024,REG,BAL,7,00-0036081,DE,Broderick Washington,Broderick,Washington,Knee,,Out,Knee,,Limited Participation in Practice,2024-10-20T15:56:25Z
2024,REG,BAL,7,00-0033503,CB,Arthur Maulet,Arthur,Maulet,Knee,Hamstring,Questionable,Knee,Hamstring,Full Participation in Practice,2024-10-19T18:03:03Z
2024,REG,BUF,7,00-0034857,QB,Josh Allen,Josh,Allen,,,,Left Hand,,Full Participation in Practice,2024-10-18T18:39:42Z
2024,REG,BUF,7,00-0037248,RB,James Cook,James,Cook,,,,Toe,,Full Participation in Practice,2024-10-18T18:39:42Z
2024,REG,BUF,7,00-0036187,FB,Reggie Gilliam,Reggie,Gilliam,,,,Hamstring,,Full Participation in Practice,2024-10-18T18:40:11Z
2024,REG,BUF,7,00-0033555,WR,Mack Hollins,Mack,Hollins,,,,Shoulder,,Full Participation in Practice,2024-10-18T18:40:06Z
2024,REG,BUF,7,00-0032763,DT,Austin Johnson,Austin,Johnson,,,,Oblique,,Full Participation in Practice,2024-10-18T18:39:42Z
2024,REG,BUF,7,00-0034376,CB,Taron Johnson,Taron,Johnson,,,,Forearm,,Full Participation in Practice,2024-10-18T18:40:28Z
2024,REG,BUF,7,00-0031054,DT,DaQuan Jones,DaQuan,Jones,,,,Foot,Not injury related - resting p,Full Participation in Practice,2024-10-18T18:39:50Z
2024,REG,BUF,7,00-0038933,TE,Dalton Kincaid,Dalton,Kincaid,,,,Collarbone,,Full Participation in Practice,2024-10-18T18:40:22Z
2024,REG,BUF,7,00-0035679,C,Connor McGovern,Connor,McGovern,,,,Shoulder,,Full Participation in Practice,2024-10-18T18:39:42Z
2024,REG,BUF,7,00-0036590,TE,Quintin Morris,Quintin,Morris,,,,Shoulder,,Full Participation in Practice,2024-10-18T18:39:42Z
2024,REG,BUF,7,00-0035230,DT,Ed Oliver,Ed,Oliver,,,,Hamstring,,Full Participation in Practice,2024-10-18T18:40:16Z
2024,REG,BUF,7,00-0037261,WR,Khalil Shakir,Khalil,Shakir,,,,Ankle,,Full Participation in Practice,2024-10-18T18:39:42Z
2024,REG,BUF,7,00-0033869,QB,Mitchell Trubisky,Mitchell,Trubisky,,,,Knee,,Full Participation in Practice,2024-10-18T18:39:42Z
2024,REG,BUF,7,00-0033282,WR,Curtis Samuel,Curtis,Samuel,Shoulder,,Out,,,"
    ",2024-10-20T18:48:25Z
2024,REG,BUF,7,00-0037254,LB,Terrel Bernard,Terrel,Bernard,Head,Ankle,Out,Pectoral,,Full Participation in Practice,2024-10-20T19:40:18Z
2024,REG,BUF,7,00-0036297,RB,Darrynton Evans,Darrynton,Evans,Hamstring,,Doubtful,Hamstring,,Full Participation in Practice,2024-10-18T18:41:42Z
2024,REG,BUF,7,00-0035681,S,Mike Edwards,Mike,Edwards,Illness,,Questionable,Illness,,Did Not Participate In Practice,2024-10-18T18:41:26Z
2024,REG,BUF,7,00-0039875,RB,Ray Davis,Ray,Davis,Calf,,Questionable,Calf,,Limited Participation in Practice,2024-10-18T18:41:05Z
2024,REG,CAR,7,00-0037229,T,Ikem Ekwonu,Ikem,Ekwonu,,,,Elbow,,Full Participation in Practice,2024-10-18T17:11:14Z
2024,REG,CAR,7,00-0034382,LB,Marquis Haynes,Marquis,Haynes,,,,Back,,Full Participation in Practice,2024-10-18T17:11:42Z
2024,REG,CAR,7,00-0031785,CB,Troy Hill,Troy,Hill,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-17T20:03:01Z
2024,REG,CAR,7,00-0036555,RB,Chuba Hubbard,Chuba,Hubbard,,,,Not injury related - resting player,,Full Participation in Practice,2024-10-17T20:03:26Z
2024,REG,CAR,7,00-0034365,TE,Ian Thomas,Ian,Thomas,,,,Hip,,Full Participation in Practice,2024-10-18T17:11:54Z
2024,REG,CAR,7,00-0035669,S,Nick Scott,Nick,Scott,,,,Hamstring,,Limited Participation in Practice,2024-10-18T17:10:42Z
2024,REG,CAR,7,00-0039502,C,Andrew Raym,Andrew,Raym,"Raym, Andrew has cleared concussion protocol and does not have a game status. ",,Note,Concussion,,Full Participation in Practice,2024-10-18T17:18:03Z
2024,REG,CAR,7,00-0038493,LB,Claudin Cherelus,Claudin,Cherelus,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-10-18T17:12:47Z
2024,REG,CAR,7,00-0034368,LB,Josey Jewell,Josey,Jewell,Hamstring,Groin,Out,Hamstring,Groin,Did Not Participate In Practice,2024-10-18T17:13:06Z
2024,REG,CAR,7,00-0033284,T,Taylor Moton,Taylor,Moton,Elbow,,Out,Elbow,,Did Not Participate In Practice,2024-10-18T17:13:18Z
2024,REG,CAR,7,00-0036802,LB,Jon Rhattigan,Jon,Rhattigan,Knee,Illness,Out,Knee,Illness,Did Not Participate In Practice,2024-10-18T17:13:38Z
2024,REG,CAR,7,00-0032889,DE,A'Shawn Robinson,A'Shawn,Robinson,Knee,,Out,Knee,,Did Not Participate In Practice,2024-10-18T17:13:51Z
2024,REG,CAR,7,00-0039344,RB,Jonathon Brooks,Jonathon,Brooks,Knee,,Out,Knee,,Limited Participation in Practice,2024-10-18T17:14:09Z
2024,REG,CAR,7,00-0037429,RB,Raheem Blackshear,Raheem,Blackshear,Shoulder,,Doubtful,,,"
    ",2024-10-20T22:02:46Z
2024,REG,CAR,7,00-0039402,DT,Jaden Crumedy,Jaden,Crumedy,Ankle,,Doubtful,Ankle,,Full Participation in Practice,2024-10-18T17:16:33Z
2024,REG,CAR,7,00-0036037,S,Sam Franklin,Sam,Franklin,Foot,,Doubtful,Foot,,Full Participation in Practice,2024-10-18T17:16:53Z
2024,REG,CAR,7,00-0031364,LB,Jadeveon Clowney,Jadeveon,Clowney,Shoulder,,Doubtful,Shin,,Limited Participation in Practice,2024-10-18T17:15:22Z
2024,REG,CAR,7,00-0037005,TE,Tommy Tremble,Tommy,Tremble,Back,Concussion. Tremble has cleared concussion protocol. His game status is a result of a back injury.,Questionable,Back,Concussion,Did Not Participate In Practice,2024-10-18T17:15:08Z
2024,REG,CAR,7,00-0036166,CB,Dane Jackson,Dane,Jackson,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2024-10-18T17:17:06Z
2024,REG,CAR,7,00-0035216,WR,Diontae Johnson,Diontae,Johnson,Ribs,Third injury: Ankle,Questionable,Ribs,Third injury: Ankle,Limited Participation in Practice,2024-10-18T17:15:42Z
2024,REG,CAR,7,00-0033589,WR,David Moore,David,Moore,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-10-18T17:15:54Z
2024,REG,CAR,7,00-0035084,T,Yosuah Nijman,Yosuah,Nijman,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-10-18T17:16:04Z
